9.238795325112867385e-01,3.826834323650897818e-01
9.235783872992042731e-01,3.834096536523318166e-01
9.232766712364384176e-01,3.841356379595126103e-01
9.229743845094752208e-01,3.848613848379114910e-01
9.226715273051545596e-01,3.855868938389547251e-01
9.223680998106676965e-01,3.863121645142152949e-01
9.220641022135588338e-01,3.870371964154140088e-01
9.217595347017245588e-01,3.877619890944187242e-01
9.214543974634139545e-01,3.884865421032454025e-01
9.211486906872278224e-01,3.892108549940582196e-01
9.208424145621192380e-01,3.899349273191696219e-01
9.205355692773932175e-01,3.906587586310407145e-01
9.202281550227062734e-01,3.913823484822815946e-01
9.199201719880667483e-01,3.921056964256520172e-01
9.196116203638349251e-01,3.928288020140603964e-01
9.193025003407220286e-01,3.935516648005656926e-01
9.189928121097905578e-01,3.942742843383768014e-01
9.186825558624546195e-01,3.949966601808527211e-01
9.183717317904790400e-01,3.957187918815031069e-01
9.180603400859798091e-01,3.964406789939887155e-01
9.177483809414240801e-01,3.971623210721212938e-01
9.174358545496288375e-01,3.978837176698643008e-01
9.171227611037624516e-01,3.986048683413325744e-01
9.168091007973432349e-01,3.993257726407932751e-01
9.164948738242408854e-01,4.000464301226656083e-01
9.161800803786740444e-01,4.007668403415213798e-01
9.158647206552119613e-01,4.014870028520852729e-01
9.155487948487744942e-01,4.022069172092351264e-01
9.152323031546306664e-01,4.029265829680022115e-01
9.149152457683993322e-01,4.036459996835710107e-01
9.145976228860495105e-01,4.043651669112804936e-01
9.142794347038988301e-01,4.050840842066236180e-01
9.139606814186156392e-01,4.058027511252477737e-01
9.136413632272163410e-01,4.065211672229552264e-01
9.133214803270668369e-01,4.072393320557031182e-01
9.130010329158825266e-01,4.079572451796039112e-01
9.126800211917274197e-01,4.086749061509257208e-01
9.123584453530142468e-01,4.093923145260924823e-01
9.120363055985042378e-01,4.101094698616845058e-01
9.117136021273074542e-01,4.108263717144379212e-01
9.113903351388826790e-01,4.115430196412461217e-01
9.110665048330364169e-01,4.122594131991589861e-01
9.107421114099235604e-01,4.129755519453839896e-01
9.104171550700468352e-01,4.136914354372859814e-01
9.100916360142576877e-01,4.144070632323875181e-01
9.097655544437543984e-01,4.151224348883689741e-01
9.094389105600835244e-01,4.158375499630695971e-01
9.091117045651389006e-01,4.165524080144868968e-01
9.087839366611620839e-01,4.172670086007770895e-01
9.084556070507414649e-01,4.179813512802558195e-01
9.081267159368133779e-01,4.186954356113978815e-01
9.077972635226602138e-01,4.194092611528381087e-01
9.074672500119123075e-01,4.201228274633710957e-01
9.071366756085459393e-01,4.208361341019514201e-01
9.068055405168846672e-01,4.215491806276943088e-01
9.064738449415983279e-01,4.222619665998760818e-01
9.061415890877033696e-01,4.229744915779338754e-01
9.058087731605621862e-01,4.236867551214659744e-01
9.054753973658836719e-01,4.243987567902324232e-01
9.051414619097228886e-01,4.251104961441550811e-01
9.048069669984801777e-01,4.258219727433180113e-01
9.044719128389023810e-01,4.265331861479675912e-01
9.041362996380816197e-01,4.272441359185131238e-01
9.038001276034557385e-01,4.279548216155262819e-01
9.034633969428078615e-01,4.286652427997426074e-01
9.031261078642663920e-01,4.293753990320607894e-01
9.027882605763049018e-01,4.300852898735432750e-01
9.024498552877420199e-01,4.307949148854168242e-01
9.021108922077412107e-01,4.315042736290720105e-01
9.017713715458108847e-01,4.322133656660642753e-01
9.014312935118037329e-01,4.329221905581143170e-01
9.010906583159173922e-01,4.336307478671069804e-01
9.007494661686934467e-01,4.343390371550935880e-01
9.004077172810179830e-01,4.350470579842902197e-01
9.000654118641210344e-01,4.357548099170793776e-01
8.997225501295770256e-01,4.364622925160095979e-01
8.993791322893035511e-01,4.371695053437961165e-01
8.990351585555625968e-01,4.378764479633204254e-01
8.986906291409592074e-01,4.385831199376313827e-01
8.983455442584423745e-01,4.392895208299453791e-01
8.979999041213038158e-01,4.399956502036457828e-01
8.976537089431790850e-01,4.407015076222843275e-01
8.973069589380463507e-01,4.414070926495802238e-01
8.969596543202269512e-01,4.421124048494214920e-01
8.966117953043848399e-01,4.428174437858649060e-01
8.962633821055270289e-01,4.435222090231354941e-01
8.959144149390024792e-01,4.442267001256284265e-01
8.955648940205028774e-01,4.449309166579071828e-01
8.952148195660620811e-01,4.456348581847058843e-01
8.948641917920562294e-01,4.463385242709281830e-01
8.945130109152034104e-01,4.470419144816480950e-01
8.941612771525634384e-01,4.477450283821101107e-01
8.938089907215379659e-01,4.484478655377294731e-01
8.934561518398703717e-01,4.491504255140925106e-01
8.931027607256453171e-01,4.498527078769569143e-01
8.927488175972886353e-01,4.505547121922517939e-01
8.923943226735677747e-01,4.512564380260786212e-01
8.920392761735909115e-01,4.519578849447102864e-01
8.916836783168071712e-01,4.526590525145924859e-01
8.913275293230067398e-01,4.533599403023436114e-01
8.909708294123200867e-01,4.540605478747546941e-01
8.906135788052182978e-01,4.547608747987902933e-01
8.902557777225132973e-01,4.554609206415882738e-01
8.898974263853561828e-01,4.561606849704600841e-01
8.895385250152394452e-01,4.568601673528915885e-01
8.891790738339946376e-01,4.575593673565425124e-01
8.888190730637933745e-01,4.582582845492472745e-01
8.884585229271472206e-01,4.589569184990149875e-01
8.880974236469071359e-01,4.596552687740301790e-01
8.877357754462631423e-01,4.603533349426521815e-01
8.873735785487451011e-01,4.610511165734164085e-01
8.870108331782217137e-01,4.617486132350339112e-01
8.866475395589006325e-01,4.624458244963918774e-01
8.862836979153285721e-01,4.631427499265539094e-01
8.859193084723909761e-01,4.638393890947601905e-01
8.855543714553116841e-01,4.645357415704283177e-01
8.851888870896530426e-01,4.652318069231524134e-01
8.848228556013160162e-01,4.659275847227042910e-01
8.844562772165390774e-01,4.666230745390336776e-01
8.840891521618993165e-01,4.673182759422683796e-01
8.837214806643114429e-01,4.680131885027141170e-01
8.833532629510280065e-01,4.687078117908552999e-01
8.829844992496392875e-01,4.694021453773551955e-01
