1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.986295347545738332e-01,0.000000000000000000e+00,5.233595624294382770e-02
9.945218953682734009e-01,0.000000000000000000e+00,1.045284632676534986e-01
9.876883405951376593e-01,0.000000000000000000e+00,1.564344650402308967e-01
9.781476007338055778e-01,0.000000000000000000e+00,2.079116908177592871e-01
9.659258262890683122e-01,0.000000000000000000e+00,2.588190451025206840e-01
9.510565162951535312e-01,0.000000000000000000e+00,3.090169943749473958e-01
9.335804264972017430e-01,0.000000000000000000e+00,3.583679495453003239e-01
9.135454576426009776e-01,0.000000000000000000e+00,4.067366430758002083e-01
8.910065241883677878e-01,0.000000000000000000e+00,4.539904997395466935e-01
8.660254037844387076e-01,0.000000000000000000e+00,4.999999999999998890e-01
8.386705679454241613e-01,0.000000000000000000e+00,5.446390350150269732e-01
8.090169943749474513e-01,0.000000000000000000e+00,5.877852522924731371e-01
7.771459614569709018e-01,0.000000000000000000e+00,6.293203910498375020e-01
7.431448254773942441e-01,0.000000000000000000e+00,6.691306063588582376e-01
7.071067811865475727e-01,0.000000000000000000e+00,7.071067811865474617e-01
6.691306063588582376e-01,0.000000000000000000e+00,7.431448254773941331e-01
6.293203910498376130e-01,0.000000000000000000e+00,7.771459614569707908e-01
5.877852522924731371e-01,0.000000000000000000e+00,8.090169943749474513e-01
5.446390350150271953e-01,0.000000000000000000e+00,8.386705679454239393e-01
5.000000000000001110e-01,0.000000000000000000e+00,8.660254037844385966e-01
4.539904997395468045e-01,0.000000000000000000e+00,8.910065241883677878e-01
4.067366430758003748e-01,0.000000000000000000e+00,9.135454576426008666e-01
3.583679495453003794e-01,0.000000000000000000e+00,9.335804264972017430e-01
3.090169943749475068e-01,0.000000000000000000e+00,9.510565162951535312e-01
2.588190451025206840e-01,0.000000000000000000e+00,9.659258262890683122e-01
2.079116908177592038e-01,0.000000000000000000e+00,9.781476007338056888e-01
1.564344650402308967e-01,0.000000000000000000e+00,9.876883405951377704e-01
1.045284632676534015e-01,0.000000000000000000e+00,9.945218953682732899e-01
5.233595624294397342e-02,0.000000000000000000e+00,9.986295347545738332e-01
6.123233995736766036e-17,0.000000000000000000e+00,1.000000000000000000e+00
9.986295347545738332e-01,5.233595624294382770e-02,0.000000000000000000e+00
9.972609476841365339e-01,5.226423163382672848e-02,5.233595624294382770e-02
9.931589376748558573e-01,5.204925439864351716e-02,1.045284632676534986e-01
9.863347480510393783e-01,5.169161377505292199e-02,1.564344650402308967e-01
9.768070834421028747e-01,5.119229003114494220e-02,2.079116908177592871e-01
9.646020585144795545e-01,5.055265177859404047e-02,2.588190451025206840e-01
9.497531263931349166e-01,4.977445222138975056e-02,3.090169943749473958e-01
9.323009869688771989e-01,4.885982435042639238e-02,3.583679495453003239e-01
9.122934753427848209e-01,4.781127509712326112e-02,4.067366430758002083e-01
8.897854307135196761e-01,4.663167846209988893e-02,4.539904997395466935e-01
8.648385460668959190e-01,4.532426763774014683e-02,4.999999999999998890e-01
8.375211990796931349e-01,4.389262614623656855e-02,5.446390350150269732e-01
8.079082647011974760e-01,4.234067801740518111e-02,5.877852522924731371e-01
7.760809099261708477e-01,4.067267703319254329e-02,6.293203910498375020e-01
7.421263713217591818e-01,3.889319506835504231e-02,6.691306063588582376e-01
7.061377159181262408e-01,3.700710955926801021e-02,7.071067811865474617e-01
6.682135861181924819e-01,3.501959013521167841e-02,7.431448254773941331e-01
6.284579293256657984e-01,3.293608444877659663e-02,7.771459614569707908e-01
5.869797130324322376e-01,3.076230324422657078e-02,8.090169943749474513e-01
5.438926261462366796e-01,2.850420470474561083e-02,8.386705679454239393e-01
4.993147673772870276e-01,2.616797812147192079e-02,8.660254037844385966e-01
4.533683215379000764e-01,2.376002692908112113e-02,8.910065241883677878e-01
4.061792246424236752e-01,2.128695115441694985e-02,9.135454576426008666e-01
3.578768187253739130e-01,1.875552932627633923e-02,9.335804264972017430e-01
3.085934973239106149e-01,1.617269989593327073e-02,9.510565162951535312e-01
2.584643425963534247e-01,1.354554221932603025e-02,9.659258262890683122e-01
2.076267550713757071e-01,1.088125715303470999e-02,9.781476007338056888e-01
1.562200770427064900e-01,8.187147317233850821e-03,9.876883405951377704e-01
1.043852106415873032e-01,5.470597079718072207e-03,9.945218953682732899e-01
5.226423163382686726e-02,2.739052315863338156e-03,9.986295347545738332e-01
6.114842316355997029e-17,3.204653064661855087e-18,1.000000000000000000e+00
9.945218953682734009e-01,1.045284632676534986e-01,0.000000000000000000e+00
9.931589376748558573e-01,1.043852106415873032e-01,5.233595624294382770e-02
9.890738003669029554e-01,1.039558454088796990e-01,1.045284632676534986e-01
9.822776805218210727e-01,1.032415444297884038e-01,1.564344650402308967e-01
9.727892058317134660e-01,1.022442655536470041e-01,2.079116908177592871e-01
9.606343835461698122e-01,1.009667422525346997e-01,2.588190451025206840e-01
9.458465291882033332e-01,9.941247612902041897e-02,3.090169943749473958e-01
9.284661752387181055e-01,9.758572731851300475e-02,3.583679495453003239e-01
9.085409600397962304e-01,9.549150281252628825e-02,4.067366430758002083e-01
8.861254972213128411e-01,9.313554273486338020e-02,4.539904997395466935e-01
8.612812260087743255e-01,9.052430460833645054e-02,4.999999999999998890e-01
8.340762428226695668e-01,8.766494565514533488e-02,5.446390350150269732e-01
8.045851146309165314e-01,8.456530317942910491e-02,5.877852522924731371e-01
7.728886745659858670e-01,8.123387308576021648e-02,6.293203910498375020e-01
7.390738003669028444e-01,7.767978659246053963e-02,6.691306063588582376e-01
7.032331762534043129e-01,7.391278520356671378e-02,7.071067811865474617e-01
6.654650388849338016e-01,6.994319400804459297e-02,7.431448254773941331e-01
