0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.304547985373995911e-02,9.965457582448795648e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.788854381999832044e-01,9.838699100999075409e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.873478855663454401e-01,9.578262852211514300e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.061384660534476665e-01,9.138115486202572635e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.299989400031800413e-01,8.479983040050880216e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.507913734559686025e-01,7.592566023652965734e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.592566023652965734e-01,6.507913734559686025e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.479983040050880216e-01,5.299989400031800413e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.138115486202572635e-01,4.061384660534476665e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.578262852211514300e-01,2.873478855663454401e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.838699100999075409e-01,1.788854381999832044e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.965457582448795648e-01,8.304547985373995911e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.304547985373995911e-02,0.000000000000000000e+00,9.965457582448795648e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.016696346674324403e-02,9.016696346674324403e-02,9.918365981341755733e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.759000729485331482e-02,1.951800145897066296e-01,9.759000729485332037e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.048284836721918439e-01,3.144854510165755457e-01,9.434563530497265260e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.111111111111111049e-01,4.444444444444444198e-01,8.888888888888888395e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.154700538379251629e-01,5.773502691896258421e-01,8.082903768654761123e-01
